patron_id,patron_type,age_range,home_library,total_checkouts
P0038,Adult,25 to 34 years,Chinatown,1
P0038,Adult,75 years and over,Ortega,1
P0038,Adult,75 years and over,West Portal,1
P0038,Digital Access Card,25 to 34 years,Bernal Heights,1
P0038,Digital Access Card,45 to 54 years,Mission Bay,1
P0038,Digital Access Card,75 years and over,Mission,1
P0038,Library By Mail,25 to 34 years,Main,1
P0038,Retired Staff,65 to 74 years,Portola,1
P0038,Retired Staff,75 years and over,Main,1
P0038,Senior,65 to 74 years,Western Addition,1
P0038,Teacher Card,20 to 24 years,Main,1
P0038,Teacher Card,25 to 34 years,Sunset,1
P0038,Teen,10 to 19 years,Excelsior,1
P0038,Welcome,0 to 9 years,Ingleside,1
P0038,Welcome,35 to 44 years,Bookmobile,1
P0039,Adult,45 to 54 years,Parkside,1
P0039,Adult,75 years and over,Richmond,1
P0039,Digital Access Card,20 to 24 years,Chinatown,1
P0039,Digital Access Card,20 to 24 years,Western Addition,1
P0039,Digital Access Card,35 to 44 years,Ortega,1
P0039,Digital Access Card,65 to 74 years,Richmond,1
P0039,Juvenile,0 to 9 years,Visitacion Valley,1
P0039,Juvenile,35 to 44 years,Main,1
P0039,Senior,65 to 74 years,Glen Park,1
P0039,Teacher Card,25 to 34 years,Bookmobile,1
P0039,Visitor,35 to 44 years,Presidio,1
P0039,Welcome,35 to 44 years,Main,1
P0039,Welcome,35 to 44 years,Parkside,1
P0039,Welcome,35 to 44 years,Visitacion Valley,1
P0039,Welcome,60 to 64 years,Potrero,1
P0040,Adult,0 to 9 years,Eureka Valley,1
P0040,Adult,25 to 34 years,Glen Park,1
P0040,Adult,45 to 54 years,Ortega,1
P0040,Adult,60 to 64 years,Richmond,1
P0040,At User Adult,65 to 74 years,Main,1
P0040,Digital Access Card,35 to 44 years,Excelsior,1
P0040,Juvenile,0 to 9 years,Western Addition,1
P0040,Juvenile,10 to 19 years,Ortega,1
P0040,Retired Staff,Null,Glen Park,1
P0040,Senior,55 to 59 years,Richmond,1
P0040,Senior,60 to 64 years,Sunset,1
P0040,Teacher Card,0 to 9 years,Mission,1
P0040,Teacher Card,20 to 24 years,Glen Park,1
P0040,Teacher Card,75 years and over,Richmond,1
P0040,Welcome,25 to 34 years,Sunset,1
P0041,Adult,10 to 19 years,Excelsior,1
P0041,Adult,35 to 44 years,Ocean View,1
P0041,Adult,55 to 59 years,Mission,1
P0041,Adult,65 to 74 years,Anza,1
P0041,At User Adult,45 to 54 years,Marina,1
P0041,At User Adult,60 to 64 years,Ingleside,1
P0041,At User Welcome,35 to 44 years,Main,1
P0041,Digital Access Card,20 to 24 years,Park,1
P0041,Digital Access Card,45 to 54 years,Sunset,1
P0041,Digital Access Card,55 to 59 years,Main,1
P0041,Juvenile,35 to 44 years,Portola,1
P0041,Juvenile,Null,Main,1
P0041,Senior,60 to 64 years,Potrero,1
P0041,Visitor,25 to 34 years,Visitacion Valley,1
P0041,Welcome,55 to 59 years,Anza,1
P0042,Adult,0 to 9 years,Golden Gate Valley,1
P0042,Adult,10 to 19 years,Bernal Heights,1
P0042,Adult,25 to 34 years,Presidio,1
P0042,Digital Access Card,45 to 54 years,Ortega,1
P0042,Digital Access Card,65 to 74 years,Ingleside,1
P0042,Digital Access Card,Null,Anza,1
P0042,Juvenile,0 to 9 years,Mission,1
P0042,Retired Staff,75 years and over,Mission,1
P0042,Retired Staff,Null,Western Addition,1
P0042,Teacher Card,20 to 24 years,Glen Park,1
P0042,Teacher Card,65 to 74 years,Bernal Heights,1
P0042,Visitor,10 to 19 years,Bayview,1
P0042,Welcome,35 to 44 years,Potrero,1
P0042,Welcome,55 to 59 years,Ingleside,1
P0042,Welcome,55 to 59 years,Richmond,1
P0043,Adult,10 to 19 years,Excelsior,1
P0043,Adult,35 to 44 years,Parkside,1
P0043,Adult,55 to 59 years,Portola,1
P0043,Adult,60 to 64 years,Bayview,1
P0043,Adult,60 to 64 years,Richmond,1
P0043,Adult,65 to 74 years,Noe Valley,1
P0043,Adult,75 years and over,West Portal,1
P0043,Digital Access Card,0 to 9 years,Mission Bay,1
P0043,Digital Access Card,10 to 19 years,Eureka Valley,1
P0043,Digital Access Card,65 to 74 years,Park,1
P0043,Retired Staff,65 to 74 years,Bernal Heights,1
P0043,Senior,65 to 74 years,North Beach,1
P0043,Teacher Card,60 to 64 years,Noe Valley,1
P0043,Teacher Card,65 to 74 years,Bayview,1
P0043,Welcome,35 to 44 years,Bookmobile,1
P0044,Adult,35 to 44 years,Main,1
P0044,Adult,35 to 44 years,Visitacion Valley,1
P0044,Digital Access Card,0 to 9 years,Mission Bay,1
P0044,Digital Access Card,20 to 24 years,Mission Bay,1
P0044,Digital Access Card,45 to 54 years,Chinatown,1
P0044,Digital Access Card,75 years and over,Mission Bay,1
P0044,Juvenile,0 to 9 years,Park,1
P0044,Retired Staff,60 to 64 years,Portola,1
P0044,Retired Staff,65 to 74 years,Ingleside,1
P0044,Senior,60 to 64 years,Bernal Heights,1
P0044,Teacher Card,45 to 54 years,Ingleside,1
P0044,Teacher Card,45 to 54 years,Park,1
P0044,Visitor,35 to 44 years,Eureka Valley,1
P0044,Welcome,25 to 34 years,Eureka Valley,1
P0044,Welcome,35 to 44 years,Glen Park,1
P0045,Adult,10 to 19 years,West Portal,1
P0045,Adult,20 to 24 years,Bernal Heights,1
P0045,Adult,25 to 34 years,Main,1
P0045,Adult,75 years and over,Main,1
P0045,At User Adult,45 to 54 years,Mission Bay,1
P0045,At User Senior,65 to 74 years,Marina,1
P0045,Digital Access Card,35 to 44 years,Bayview,1
P0045,Digital Access Card,65 to 74 years,Western Addition,1
P0045,Juvenile,0 to 9 years,Sunset,1
P0045,Juvenile,10 to 19 years,Portola,1
P0045,Teacher Card,65 to 74 years,Marina,1
P0045,Teacher Card,65 to 74 years,Ortega,1
P0045,Teen,10 to 19 years,Marina,1
P0045,Teen,10 to 19 years,North Beach,1
P0045,Visitor,75 years and over,Noe Valley,1
P0046,Adult,75 years and over,West Portal,1
P0046,Digital Access Card,10 to 19 years,Parkside,1
P0046,Digital Access Card,35 to 44 years,Chinatown,1
P0046,Juvenile,0 to 9 years,Mission Bay,1
P0046,Juvenile,10 to 19 years,Glen Park,1
P0046,Retired Staff,25 to 34 years,Golden Gate Valley,1
P0046,Teacher Card,25 to 34 years,North Beach,1
P0046,Teacher Card,45 to 54 years,Golden Gate Valley,1
P0046,Teacher Card,Null,Sunset,1
P0046,Visitor,25 to 34 years,Sunset,1
P0046,Visitor,45 to 54 years,Marina,1
P0046,Visitor,75 years and over,Main,1
P0046,Welcome,0 to 9 years,Anza,1
P0046,Welcome,20 to 24 years,West Portal,1
P0046,Welcome,65 to 74 years,Chinatown,1
P0047,Adult,35 to 44 years,Parkside,1
P0047,Adult,35 to 44 years,Western Addition,1
P0047,Digital Access Card,10 to 19 years,Mission Bay,1
P0047,Digital Access Card,20 to 24 years,Bayview,1
P0047,Digital Access Card,45 to 54 years,Anza,1
P0047,Juvenile,0 to 9 years,Chinatown,1
P0047,Library By Mail,25 to 34 years,Main,1
P0047,Library By Mail,55 to 59 years,Main,1
P0047,Senior,55 to 59 years,Ingleside,1
P0047,Teacher Card,10 to 19 years,Main,1
P0047,Teacher Card,75 years and over,Ortega,1
P0047,Welcome,55 to 59 years,West Portal,1
P0047,Welcome,55 to 59 years,Western Addition,1
P0047,Welcome,60 to 64 years,Sunset,1
P0047,Welcome,75 years and over,Excelsior,1
P0048,Adult,0 to 9 years,Potrero,1
P0048,Adult,10 to 19 years,Visitacion Valley,1
P0048,Adult,20 to 24 years,Mission Bay,1
P0048,Adult,45 to 54 years,Noe Valley,1
P0048,At User Senior,65 to 74 years,Richmond,1
P0048,Digital Access Card,25 to 34 years,Eureka Valley,1
P0048,Digital Access Card,65 to 74 years,Chinatown,1
P0048,Juvenile,0 to 9 years,Excelsior,1
P0048,Juvenile,0 to 9 years,Merced,1
P0048,Juvenile,10 to 19 years,Bernal Heights,1
P0048,Library By Mail,25 to 34 years,Main,1
P0048,Teacher Card,55 to 59 years,Western Addition,1
P0048,Teacher Card,65 to 74 years,Excelsior,1
P0048,Welcome,10 to 19 years,Glen Park,1
P0048,Welcome,65 to 74 years,Marina,1
P0049,Adult,10 to 19 years,Anza,1
P0049,Adult,10 to 19 years,Presidio,1
P0049,Adult,25 to 34 years,Excelsior,1
P0049,Adult,35 to 44 years,Visitacion Valley,1
P0049,Digital Access Card,20 to 24 years,Ocean View,1
P0049,Digital Access Card,45 to 54 years,Merced,1
P0049,Digital Access Card,55 to 59 years,Mission Bay,1
P0049,Digital Access Card,65 to 74 years,Bayview,1
P0049,Juvenile,45 to 54 years,Main,1
P0049,Senior,60 to 64 years,Visitacion Valley,1
P0049,Visitor,0 to 9 years,Ortega,1
P0049,Visitor,25 to 34 years,Visitacion Valley,1
P0049,Welcome,35 to 44 years,Park,1
P0049,Welcome,65 to 74 years,Excelsior,1
P0049,Welcome,65 to 74 years,North Beach,1
P0050,Adult,45 to 54 years,Null,1
P0050,Digital Access Card,20 to 24 years,Excelsior,1
P0050,Digital Access Card,25 to 34 years,Presidio,1
P0050,Digital Access Card,45 to 54 years,Potrero,1
P0050,Digital Access Card,60 to 64 years,Eureka Valley,1
P0050,Digital Access Card,75 years and over,Mission,1
P0050,Juvenile,10 to 19 years,Main,1
P0050,Library By Mail,20 to 24 years,Main,1
P0050,Retired Staff,75 years and over,Mission,1
P0050,Senior,75 years and over,Chinatown,1
P0050,Teacher Card,20 to 24 years,Excelsior,1
P0050,Teacher Card,45 to 54 years,Ortega,1
P0050,Teacher Card,65 to 74 years,Potrero,1
P0050,Visitor,60 to 64 years,Presidio,1
P0050,Welcome,10 to 19 years,Anza,1
P0051,Adult,60 to 64 years,Parkside,1
P0051,Digital Access Card,10 to 19 years,North Beach,1
P0051,Digital Access Card,35 to 44 years,Potrero,1
P0051,Retired Staff,Null,Marina,1
P0051,Teacher Card,35 to 44 years,Anza,1
P0051,Teacher Card,45 to 54 years,Bayview,1
P0051,Teacher Card,45 to 54 years,Portola,1
P0051,Teacher Card,55 to 59 years,Mission,1
P0051,Teen,25 to 34 years,Bookmobile,1
P0051,Visitor,75 years and over,Portola,1
P0051,Welcome,20 to 24 years,Noe Valley,1
P0051,Welcome,25 to 34 years,Mission,2
P0051,Welcome,60 to 64 years,Potrero,1
P0051,Welcome,75 years and over,Eureka Valley,1
P0052,Adult,10 to 19 years,Bayview,1
P0052,Adult,10 to 19 years,North Beach,1
P0052,Adult,25 to 34 years,Western Addition,1
P0052,Adult,45 to 54 years,Portola,1
P0052,Adult,55 to 59 years,Ortega,1
P0052,Adult,Null,Ingleside,1
P0052,At User Teen,10 to 19 years,Merced,1
P0052,Digital Access Card,60 to 64 years,Eureka Valley,1
P0052,Juvenile,45 to 54 years,Mission,1
P0052,Teacher Card,25 to 34 years,Potrero,1
P0052,Teacher Card,35 to 44 years,Ocean View,1
P0052,Teacher Card,55 to 59 years,Presidio,1
P0052,Welcome,0 to 9 years,Bernal Heights,1
P0052,Welcome,35 to 44 years,Presidio,1
P0052,Welcome,75 years and over,Main,1
P0053,Adult,Null,Parkside,2
P0053,Digital Access Card,20 to 24 years,Ortega,1
P0053,Digital Access Card,25 to 34 years,West Portal,1
P0053,Digital Access Card,35 to 44 years,Potrero,1
P0053,Retired Staff,60 to 64 years,Visitacion Valley,1
P0053,Senior,75 years and over,Anza,1
P0053,Teacher Card,35 to 44 years,Merced,1
P0053,Teacher Card,60 to 64 years,Chinatown,1
P0053,Teacher Card,60 to 64 years,Main,1
P0053,Teacher Card,Null,Glen Park,1
P0053,Visitor,75 years and over,Presidio,1
P0053,Welcome,60 to 64 years,Main,1
P0053,Welcome,75 years and over,Main,1
P0053,Welcome,75 years and over,Sunset,1
P0054,Adult,35 to 44 years,Ingleside,1
P0054,Digital Access Card,20 to 24 years,Visitacion Valley,1
P0054,Juvenile,0 to 9 years,Golden Gate Valley,1
P0054,Retired Staff,Null,Park,1
P0054,Senior,60 to 64 years,Portola,1
P0054,Senior,65 to 74 years,Mission,1
P0054,Senior,65 to 74 years,Potrero,1
P0054,Visitor,25 to 34 years,Presidio,1
P0054,Visitor,65 to 74 years,Main,1
P0054,Welcome,35 to 44 years,Bayview,1
P0054,Welcome,45 to 54 years,Glen Park,2
P0054,Welcome,55 to 59 years,Anza,1
P0054,Welcome,75 years and over,Mission Bay,1
P0054,Welcome,Null,Main,1
P0055,Adult,55 to 59 years,Ocean View,1
P0055,Adult,Null,Bookmobile,1
P0055,At User Juvenile,10 to 19 years,Noe Valley,1
P0055,At User Senior,65 to 74 years,Anza,1
P0055,Digital Access Card,45 to 54 years,Bayview,1
P0055,Digital Access Card,45 to 54 years,Main,1
P0055,Digital Access Card,60 to 64 years,Excelsior,1
P0055,Digital Access Card,65 to 74 years,Parkside,1
P0055,Digital Access Card,75 years and over,Eureka Valley,1
P0055,Digital Access Card,75 years and over,Parkside,1
P0055,Visitor,20 to 24 years,Western Addition,1
P0055,Visitor,65 to 74 years,Marina,1
P0055,Welcome,20 to 24 years,Visitacion Valley,1
P0055,Welcome,60 to 64 years,Marina,1
P0055,Welcome,65 to 74 years,Chinatown,1
P0056,Adult,25 to 34 years,Potrero,1
P0056,Adult,45 to 54 years,Mission,1
P0056,Adult,60 to 64 years,Bayview,1
P0056,Adult,Null,Bayview,1
P0056,Digital Access Card,35 to 44 years,Portola,1
P0056,Digital Access Card,60 to 64 years,Glen Park,1
P0056,Juvenile,0 to 9 years,Ocean View,1
P0056,Juvenile,0 to 9 years,Richmond,1
P0056,Retired Staff,Null,Mission,1
P0056,Senior,60 to 64 years,Richmond,1
P0056,Senior,75 years and over,Ingleside,1
P0056,Teacher Card,0 to 9 years,Mission,1
P0056,Visitor,35 to 44 years,Park,1
P0056,Welcome,25 to 34 years,Noe Valley,1
P0056,Welcome,65 to 74 years,West Portal,1
P0057,Adult,65 to 74 years,Sunset,1
P0057,Adult,75 years and over,Western Addition,1
P0057,At User Adult,65 to 74 years,Main,1
P0057,At User Teen,10 to 19 years,Glen Park,1
P0057,Digital Access Card,45 to 54 years,Excelsior,1
P0057,Retired Staff,75 years and over,Merced,1
P0057,Senior,65 to 74 years,Golden Gate Valley,1
P0057,Teacher Card,25 to 34 years,Parkside,1
P0057,Teacher Card,55 to 59 years,Glen Park,1
P0057,Teacher Card,60 to 64 years,Golden Gate Valley,1
P0057,Teacher Card,65 to 74 years,Bernal Heights,1
P0057,Teen,20 to 24 years,Ingleside,1
P0057,Visitor,55 to 59 years,Main,1
P0057,Welcome,0 to 9 years,Anza,1
P0057,Welcome,20 to 24 years,Presidio,1
P0058,Adult,0 to 9 years,Mission Bay,1
P0058,Adult,25 to 34 years,Mission Bay,1
P0058,Adult,65 to 74 years,Anza,1
P0058,Adult,75 years and over,Park,1
P0058,Adult,Null,Noe Valley,1
P0058,Digital Access Card,20 to 24 years,Potrero,1
P0058,Digital Access Card,35 to 44 years,Visitacion Valley,1
P0058,Juvenile,10 to 19 years,Excelsior,1
P0058,Senior,60 to 64 years,Park,1
P0058,Senior,75 years and over,Portola,1
P0058,Senior,Null,West Portal,1
P0058,Teacher Card,75 years and over,West Portal,1
P0058,Welcome,45 to 54 years,Mission Bay,1
P0058,Welcome,45 to 54 years,Noe Valley,1
P0058,Welcome,75 years and over,Chinatown,1
P0059,Adult,20 to 24 years,Noe Valley,1
P0059,Adult,20 to 24 years,Portola,1
P0059,Adult,60 to 64 years,Western Addition,1
P0059,At User Adult,45 to 54 years,North Beach,1
P0059,Digital Access Card,45 to 54 years,Marina,1
P0059,Digital Access Card,60 to 64 years,Excelsior,1
P0059,Digital Access Card,65 to 74 years,Mission,1
P0059,Senior,55 to 59 years,Park,1
P0059,Teacher Card,0 to 9 years,Bookmobile,1
P0059,Teacher Card,0 to 9 years,Mission,1
P0059,Teacher Card,25 to 34 years,Glen Park,1
P0059,Teacher Card,55 to 59 years,Visitacion Valley,1
P0059,Teacher Card,65 to 74 years,Noe Valley,1
P0059,Welcome,10 to 19 years,Ortega,1
P0059,Welcome,55 to 59 years,Excelsior,1
P0060,Adult,10 to 19 years,Bayview,1
P0060,Adult,55 to 59 years,Ingleside,1
P0060,At User Juvenile,10 to 19 years,Noe Valley,1
P0060,Juvenile,10 to 19 years,Anza,1
P0060,Juvenile,10 to 19 years,Portola,1
P0060,Retired Staff,Null,Mission,1
P0060,Senior,60 to 64 years,Richmond,1
P0060,Senior,65 to 74 years,Bookmobile,1
P0060,Senior,65 to 74 years,Golden Gate Valley,1
P0060,Teacher Card,75 years and over,Mission,1
P0060,Teacher Card,Null,Sunset,1
P0060,Teen,10 to 19 years,Richmond,1
P0060,Welcome,25 to 34 years,Parkside,1
P0060,Welcome,35 to 44 years,Mission Bay,1
P0060,Welcome,60 to 64 years,Richmond,1
P0061,Adult,60 to 64 years,Ortega,1
P0061,At User Senior,75 years and over,Glen Park,1
P0061,Digital Access Card,20 to 24 years,Anza,1
P0061,Juvenile,10 to 19 years,Bernal Heights,1
P0061,Library By Mail,20 to 24 years,Main,1
P0061,Retired Staff,65 to 74 years,Park,1
P0061,Senior,75 years and over,Golden Gate Valley,1
P0061,Senior,Null,West Portal,1
P0061,Teacher Card,Null,Richmond,1
P0061,Visitor,10 to 19 years,West Portal,1
P0061,Visitor,45 to 54 years,Richmond,1
P0061,Visitor,75 years and over,Western Addition,1
P0061,Welcome,25 to 34 years,Glen Park,1
P0061,Welcome,35 to 44 years,Bookmobile,1
P0061,Welcome,35 to 44 years,Western Addition,1
P0062,Adult,Null,Glen Park,1
P0062,Adult,Null,Marina,1
P0062,At User Welcome,35 to 44 years,Bookmobile,1
P0062,Digital Access Card,25 to 34 years,Bayview,1
P0062,Digital Access Card,45 to 54 years,Ortega,1
P0062,Digital Access Card,60 to 64 years,Ocean View,1
P0062,Juvenile,0 to 9 years,Ocean View,1
P0062,Juvenile,45 to 54 years,Mission,1
P0062,Senior,60 to 64 years,Sunset,1
P0062,Teacher Card,10 to 19 years,Ocean View,1
P0062,Teacher Card,20 to 24 years,Chinatown,1
P0062,Teacher Card,25 to 34 years,Bookmobile,1
P0062,Teacher Card,55 to 59 years,Ingleside,1
P0062,Teacher Card,65 to 74 years,Mission,1
P0062,Welcome,55 to 59 years,Visitacion Valley,1
P0063,Adult,0 to 9 years,Mission Bay,1
P0063,Adult,45 to 54 years,North Beach,1
P0063,At User Adult,60 to 64 years,Ingleside,1
P0063,Digital Access Card,10 to 19 years,Parkside,1
P0063,Digital Access Card,45 to 54 years,Anza,1
P0063,Digital Access Card,65 to 74 years,Marina,1
P0063,Digital Access Card,65 to 74 years,Sunset,1
P0063,Library By Mail,60 to 64 years,Main,1
P0063,Teacher Card,55 to 59 years,Anza,1
P0063,Teacher Card,60 to 64 years,Ingleside,1
P0063,Teen,10 to 19 years,Richmond,1
P0063,Teen,Null,Mission,1
P0063,Welcome,25 to 34 years,Bookmobile,1
P0063,Welcome,55 to 59 years,Bookmobile,1
P0063,Welcome,55 to 59 years,Chinatown,1
P0064,Adult,25 to 34 years,Main,1
P0064,Adult,45 to 54 years,Bookmobile,1
P0064,Adult,55 to 59 years,Bernal Heights,1
P0064,Adult,60 to 64 years,Excelsior,1
P0064,At User Adult,55 to 59 years,Anza,1
P0064,At User Adult,60 to 64 years,Eureka Valley,1
P0064,Digital Access Card,45 to 54 years,Visitacion Valley,1
P0064,Digital Access Card,65 to 74 years,Parkside,1
P0064,Juvenile,0 to 9 years,Ortega,1
P0064,Retired Staff,Null,Eureka Valley,1
P0064,Senior,55 to 59 years,Portola,1
P0064,Senior,65 to 74 years,Chinatown,1
P0064,Senior,Null,Main,1
P0064,Teacher Card,25 to 34 years,Main,1
P0064,Teacher Card,35 to 44 years,Main,1
P0065,Adult,10 to 19 years,Merced,1
P0065,Adult,35 to 44 years,Chinatown,1
P0065,Digital Access Card,45 to 54 years,Presidio,1
P0065,Digital Access Card,65 to 74 years,Richmond,1
P0065,Juvenile,0 to 9 years,Parkside,1
P0065,Retired Staff,75 years and over,Western Addition,1
P0065,Retired Staff,Null,Bernal Heights,1
P0065,Retired Staff,Null,Ingleside,1
P0065,Retired Staff,Null,Mission,1
P0065,Senior,60 to 64 years,Bookmobile,1
P0065,Welcome,0 to 9 years,Ingleside,1
P0065,Welcome,20 to 24 years,Potrero,1
P0065,Welcome,45 to 54 years,Merced,1
P0065,Welcome,45 to 54 years,West Portal,1
P0065,Welcome,75 years and over,Ocean View,1
P0066,Adult,10 to 19 years,Noe Valley,1
P0066,Adult,65 to 74 years,Ortega,1
P0066,At User Senior,75 years and over,Mission Bay,1
P0066,Digital Access Card,55 to 59 years,North Beach,1
P0066,Juvenile,35 to 44 years,Main,1
P0066,Retired Staff,75 years and over,Main,1
P0066,Senior,65 to 74 years,Parkside,1
P0066,Teacher Card,20 to 24 years,Bernal Heights,1
P0066,Teacher Card,45 to 54 years,Sunset,1
P0066,Welcome,10 to 19 years,Potrero,1
P0066,Welcome,20 to 24 years,Bernal Heights,1
P0066,Welcome,45 to 54 years,Western Addition,1
P0066,Welcome,55 to 59 years,Richmond,1
P0066,Welcome,60 to 64 years,Glen Park,1
P0066,Welcome,65 to 74 years,Bookmobile,1
P0067,Adult,10 to 19 years,Bayview,1
P0067,Adult,25 to 34 years,Bookmobile,1
P0067,Adult,60 to 64 years,Eureka Valley,1
P0067,Business,75 years and over,Main,1
P0067,Digital Access Card,25 to 34 years,Excelsior,1
P0067,Digital Access Card,45 to 54 years,Presidio,1
P0067,Digital Access Card,Null,Western Addition,1
P0067,Juvenile,10 to 19 years,Mission,1
P0067,Teacher Card,20 to 24 years,Bernal Heights,1
P0067,Teacher Card,55 to 59 years,West Portal,1
P0067,Visitor,25 to 34 years,Bernal Heights,1
P0067,Visitor,25 to 34 years,Ingleside,1
P0067,Visitor,45 to 54 years,Chinatown,1
P0067,Welcome,20 to 24 years,Ingleside,1
P0067,Welcome,35 to 44 years,Park,1
P0068,Adult,10 to 19 years,Main,1
P0068,Adult,55 to 59 years,Visitacion Valley,1
P0068,At User Adult,25 to 34 years,West Portal,1
P0068,At User Adult,45 to 54 years,Richmond,1
P0068,Digital Access Card,20 to 24 years,Ingleside,1
P0068,Digital Access Card,35 to 44 years,West Portal,1
P0068,Retired Staff,65 to 74 years,West Portal,1
P0068,Retired Staff,Null,Eureka Valley,1
P0068,Senior,75 years and over,Marina,1
P0068,Teacher Card,35 to 44 years,Bernal Heights,1
P0068,Teacher Card,60 to 64 years,Sunset,1
P0068,Teacher Card,75 years and over,Chinatown,1
P0068,Welcome,35 to 44 years,West Portal,1
P0068,Welcome,45 to 54 years,Western Addition,1
P0068,Welcome,75 years and over,Marina,1
P0069,Adult,0 to 9 years,Richmond,1
P0069,Adult,45 to 54 years,Parkside,1
P0069,Adult,60 to 64 years,Glen Park,1
P0069,Adult,60 to 64 years,Potrero,1
P0069,Adult,65 to 74 years,Ingleside,1
P0069,At User Adult,60 to 64 years,Mission Bay,1
P0069,Juvenile,0 to 9 years,Mission Bay,1
P0069,Juvenile,35 to 44 years,North Beach,1
P0069,Teacher Card,25 to 34 years,Potrero,1
P0069,Teacher Card,25 to 34 years,Visitacion Valley,1
P0069,Teen,0 to 9 years,Anza,1
P0069,Visitor,60 to 64 years,Noe Valley,1
